context_length,total_pseudo_channels,seed,head_dim,logit_std,scalar_format,max_abs_error,mean_abs_error,rmse,relative_l2_error,cosine_similarity,vs_fp32_partial_max_abs_error,vs_fp32_partial_mean_abs_error,vs_fp32_partial_rmse,vs_fp32_partial_relative_l2_error,vs_fp32_partial_cosine_similarity
4096,16,2,128,1.0,bf16,0.0018324283699164695,0.0008108630458602634,0.0009370900725483482,0.031075872521094942,0.9995380206571199,0.0018324370581215554,0.0008108695306586522,0.0009370973584072709,0.03107611570908523,0.9995380134730377
4096,16,2,128,1.0,fp16,7.284360668894513e-05,1.4274546620757705e-05,1.8959317256601303e-05,0.0006287307308153556,0.9999998024177419,7.285507540173708e-05,1.4276374601658006e-05,1.896211421778644e-05,0.0006288235157576019,0.9999998023599972
4096,16,3,128,1.0,fp32,2.095936748464089e-08,5.437033499558497e-09,6.614869446737124e-09,3.4227214269531997e-07,0.9999999999999452,0.0,0.0,0.0,0.0,1.0
4096,16,3,128,1.0,bf16,0.0011496520598956693,0.0003868763461833468,0.00046997901890857087,0.02431804998102081,0.999735604041635,0.0011496632046011299,0.00038688173192989646,0.00046998503893659784,0.02431836368748208,0.9997355971910808
4096,16,3,128,1.0,fp16,9.714834844394907e-05,2.2387544949426697e-05,2.9813482309647726e-05,0.0015426342958840358,0.9999988137658233,9.713818089117799e-05,2.2382610230699454e-05,2.9808002356914793e-05,0.0015423508879195734,0.9999988141952695
4096,16,4,128,1.0,fp32,2.3204122876624433e-08,8.160350077465544e-09,9.755705354940668e-09,8.906514613658732e-07,0.9999999999997162,0.0,0.0,0.0,0.0,1.0
4096,16,4,128,1.0,bf16,0.001167969569705593,0.00042799507491053174,0.0005067247543480329,0.04626166192501654,0.999308867293735,0.0011679563586347898,0.00042798709614142653,0.0005067158282773038,0.046260868928522575,0.9993088920000676
4096,16,4,128,1.0,fp16,7.368641751908517e-05,1.8016507604137835e-05,2.4272185450565553e-05,0.0022159399710797406,0.9999976277417151,7.366987134390865e-05,1.8013784450599403e-05,2.426769700769951e-05,0.002215531246156201,0.9999976284549007
4096,16,5,128,1.0,fp32,2.0740030920972374e-08,5.7813522556283466e-09,7.12747493048375e-09,4.717393673613177e-07,0.9999999999999081,0.0,0.0,0.0,0.0,1.0
4096,16,5,128,1.0,bf16,0.0008494606458309519,0.00027125750665304353,0.00034567808559460506,0.02287906488616757,0.9997562124511784,0.0008494542232925619,0.0002712524841184604,0.000345672703365277,0.022878704143909946,0.9997562194746872
4096,16,5,128,1.0,fp16,6.295080485229157e-05,1.747413802132044e-05,2.1849463432442663e-05,0.001446129541995482,0.9999991488205391,6.294233910382127e-05,1.7472481771754003e-05,2.1846999852319483e-05,0.0014459662020957543,0.9999991489335688
