step,layer,expert_id,token_count,target
1,46,102,16,gpu
1,46,110,16,gpu
1,46,119,16,gpu
1,47,7,16,gpu
1,47,38,16,gpu
1,47,41,1,pim
1,47,46,16,gpu
1,47,54,16,gpu
1,47,58,16,gpu
1,47,71,2,pim
1,47,76,16,gpu
1,47,79,13,pim
1,47,110,16,gpu
2,0,64,16,gpu
2,0,67,16,gpu
2,0,77,16,gpu
2,0,79,16,gpu
2,0,86,16,gpu
2,0,91,16,gpu
2,0,105,16,gpu
2,0,112,16,pim
2,1,8,16,gpu
2,1,25,16,gpu
2,1,68,16,gpu
2,1,88,16,gpu
2,1,90,16,gpu
2,1,98,16,gpu
2,1,101,16,gpu
2,1,114,16,pim
2,2,6,16,gpu
2,2,23,16,gpu
2,2,44,16,gpu
2,2,46,16,gpu
2,2,56,16,gpu
2,2,71,16,gpu
2,2,72,16,gpu
2,2,94,16,pim
2,3,3,16,gpu
2,3,23,16,gpu
2,3,29,16,gpu
2,3,37,16,gpu
2,3,42,16,gpu
2,3,56,7,pim
2,3,71,16,gpu
2,3,99,16,gpu
2,3,114,9,pim
2,4,12,16,gpu
2,4,14,16,gpu
2,4,19,16,gpu
2,4,33,16,gpu
2,4,108,16,gpu
2,4,110,16,gpu
2,4,121,16,gpu
2,4,127,16,pim
2,5,4,16,gpu
2,5,6,16,gpu
2,5,12,16,gpu
2,5,24,16,gpu
2,5,63,16,gpu
2,5,65,16,gpu
2,5,73,16,gpu
2,5,104,16,pim
2,6,33,16,gpu
2,6,49,16,gpu
2,6,58,16,gpu
2,6,74,16,gpu
2,6,82,16,gpu
2,6,92,16,gpu
2,6,112,16,gpu
2,6,121,16,pim
2,7,15,16,gpu
2,7,17,16,gpu
2,7,19,16,gpu
2,7,24,16,gpu
2,7,36,16,gpu
2,7,44,16,gpu
2,7,63,16,gpu
2,7,114,16,pim
2,8,23,16,gpu
2,8,50,16,gpu
2,8,54,16,gpu
2,8,68,16,gpu
2,8,76,16,gpu
2,8,78,16,gpu
2,8,100,16,gpu
2,8,124,16,pim
2,9,0,16,gpu
2,9,8,16,gpu
2,9,13,16,gpu
2,9,23,16,gpu
2,9,82,16,gpu
2,9,92,16,gpu
2,9,95,16,gpu
2,9,107,16,pim
2,10,1,16,gpu
2,10,5,16,gpu
2,10,6,16,gpu
2,10,19,16,gpu
2,10,48,16,gpu
2,10,66,16,gpu
2,10,92,16,gpu
2,10,98,16,pim
2,11,14,16,gpu
2,11,17,16,gpu
2,11,22,6,pim
2,11,48,16,gpu
2,11,54,10,pim
2,11,62,16,gpu
2,11,81,16,gpu
2,11,120,16,gpu
2,11,121,16,gpu
2,12,11,16,gpu
2,12,18,16,gpu
2,12,19,16,gpu
2,12,27,11,pim
2,12,28,6,pim
2,12,40,16,gpu
2,12,41,16,gpu
2,12,49,15,gpu
2,12,57,16,gpu
2,13,1,16,gpu
2,13,27,16,gpu
2,13,34,16,gpu
2,13,63,16,gpu
2,13,91,16,gpu
2,13,92,16,gpu
2,13,104,16,gpu
2,13,117,16,pim
2,14,2,16,gpu
2,14,5,16,gpu
2,14,14,16,gpu
2,14,81,16,gpu
2,14,102,16,gpu
2,14,108,16,gpu
2,14,109,16,gpu
2,14,113,16,pim
2,15,2,16,gpu
2,15,50,16,gpu
2,15,51,16,gpu
2,15,58,16,gpu
2,15,64,16,gpu
2,15,84,16,gpu
2,15,125,16,gpu
2,15,127,16,pim
2,16,42,16,gpu
2,16,48,16,gpu
2,16,62,16,gpu
2,16,94,16,gpu
2,16,97,16,gpu
2,16,98,16,gpu
2,16,107,16,gpu
2,16,122,16,pim
2,17,73,16,gpu
2,17,80,16,gpu
2,17,82,16,gpu
2,17,94,16,gpu
2,17,116,16,gpu
2,17,122,16,gpu
2,17,123,16,gpu
2,17,124,16,pim
2,18,20,16,gpu
2,18,32,16,gpu
2,18,58,16,gpu
2,18,74,16,gpu
2,18,82,16,gpu
2,18,87,16,gpu
2,18,91,16,gpu
2,18,112,16,pim
2,19,24,16,gpu
2,19,29,16,gpu
2,19,44,16,gpu
2,19,52,16,gpu
2,19,56,16,gpu
2,19,63,16,gpu
2,19,92,16,gpu
2,19,119,16,pim
2,20,0,16,gpu
2,20,45,12,pim
2,20,68,4,pim
2,20,69,16,gpu
2,20,76,16,gpu
2,20,85,16,gpu
2,20,92,16,gpu
2,20,114,16,gpu
2,20,124,16,gpu
2,21,0,16,gpu
2,21,2,16,gpu
2,21,6,16,gpu
2,21,8,16,gpu
2,21,13,16,gpu
2,21,63,16,gpu
2,21,92,16,gpu
2,21,107,16,pim
2,22,1,16,gpu
2,22,6,14,pim
2,22,12,16,gpu
2,22,31,16,gpu
2,22,36,16,gpu
2,22,42,2,pim
2,22,48,16,gpu
2,22,71,16,gpu
2,22,92,16,gpu
2,23,4,16,gpu
2,23,31,16,gpu
2,23,48,16,gpu
2,23,62,16,gpu
2,23,65,16,gpu
2,23,81,16,gpu
2,23,120,16,gpu
2,23,121,16,pim
2,24,11,16,gpu
2,24,18,16,gpu
2,24,19,16,gpu
2,24,20,16,gpu
2,24,28,16,gpu
2,24,57,16,gpu
2,24,59,16,gpu
2,24,108,16,pim
2,25,1,16,gpu
2,25,13,16,gpu
2,25,34,16,gpu
2,25,74,16,gpu
2,25,91,16,gpu
2,25,110,16,gpu
2,25,119,16,gpu
2,25,124,16,pim
2,26,2,16,gpu
2,26,31,16,gpu
2,26,72,16,gpu
2,26,81,16,gpu
2,26,83,15,pim
2,26,91,16,gpu
2,26,97,1,pim
2,26,109,16,gpu
2,26,113,16,gpu
2,27,15,16,gpu
2,27,21,16,gpu
2,27,26,16,gpu
2,27,27,16,gpu
2,27,51,16,gpu
2,27,64,16,gpu
2,27,84,16,gpu
2,27,118,16,pim
2,28,10,1,pim
2,28,27,16,gpu
2,28,34,5,pim
2,28,42,16,gpu
2,28,53,10,pim
2,28,70,16,gpu
2,28,91,16,gpu
2,28,98,16,gpu
2,28,107,16,gpu
2,28,122,16,gpu
2,29,13,16,gpu
2,29,37,16,gpu
2,29,40,5,pim
2,29,60,16,gpu
2,29,70,9,pim
2,29,94,16,gpu
2,29,95,16,gpu
2,29,96,2,pim
2,29,120,16,gpu
2,29,124,16,gpu
2,30,0,16,gpu
2,30,6,16,gpu
2,30,18,2,pim
2,30,39,10,gpu
2,30,55,8,gpu
2,30,58,16,gpu
2,30,82,15,gpu
2,30,91,7,pim
2,30,94,6,pim
2,30,98,16,gpu
2,30,104,16,gpu
2,31,11,2,pim
2,31,17,16,gpu
2,31,24,13,pim
2,31,28,16,gpu
2,31,29,1,pim
2,31,36,16,gpu
2,31,44,16,gpu
2,31,63,16,gpu
2,31,102,16,gpu
2,31,115,16,gpu
2,32,0,16,gpu
2,32,4,16,gpu
2,32,10,16,gpu
2,32,48,9,pim
2,32,69,16,gpu
2,32,72,7,pim
2,32,85,16,gpu
2,32,90,16,gpu
2,32,124,16,gpu
2,33,2,2,pim
2,33,8,16,gpu
2,33,11,1,pim
2,33,13,16,gpu
2,33,15,8,gpu
2,33,26,16,gpu
2,33,38,14,gpu
2,33,56,6,pim
2,33,63,16,gpu
2,33,95,1,pim
2,33,107,16,gpu
2,33,124,16,gpu
